screen_name,rec_0,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,followers_count,friends_count,favourites_count,statuses_count,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional range
bahhumbug123,_itsEC_,thejennaayyy,notwhitemichael,Taymee_Moju,shelly_winn,MahchuLapuz,glendalovesyou,lhousj,speak_ezy23,_mnb91,160,247,1394,1102,0.6638810894213711,0.5526587349929439,0.6644713601277025,0.5923699116083394,0.47510424122758876
Cowsgomoo2,MannyMulaTM,holmesequoia,bebepotato,MikeyyySoL,LykaHyun,artofnek,MaryAnnAnn23,KillzBillz,sBplacidesiii,mochmomo,1052,685,28750,31753,0.623923016257512,0.2573227512991198,0.509074012675884,0.40209360375492065,0.5263480979317134
sakurasang,RouteRunnasVCU,AllThooose,JGWellPlayed,DancingJiggly,mhr_minaz,Blake84223285,aziz_eltayeb,CajunIslands,XtaseeDanceCrew,SceneryInAnime,52,490,1,14,,,,,
campuscookieuva,D1_data,hemmo199666,SmoothMusings,thejennaayyy,bahhumbug123,TKTalksTech,chillosophies,eledwrites,Taymee_Moju,OYFAatUVa,43,305,21,45,0.6811690661170561,0.971870325368867,0.7643521476046244,0.5638291987760321,0.018246767934862962
iRawn1c,Elloimrachelwin,FlipCeej,annachoiii12,boykimba,sBplacidesiii,sofftoy,TwitrlssChris,mochmomo,GuppyRoc,MaryAnnAnn23,517,454,15245,8638,0.3896673157112798,0.20079251904984252,0.36909843721536717,0.22950695012797284,0.640417282802728
teexaye,czrnasanti,LykaHyun,KillzBillz,MaryAnnAnn23,elll_ayeee,AcunaMatata17,sofftoy,Sir_Jaxx,Elloimrachelwin,holmesequoia,164,145,19933,31943,0.5956452431783559,0.25916957457127165,0.6029823333898467,0.5092706837240853,0.6515072724097387
GuppyRoc,FlipCeej,annachoiii12,jamiejames929,clairebee,ScottDobbin,TrungFu,jessicarm,TwitrlssChris,mochmomo,iRawn1c,456,600,8419,10378,0.48199939375413314,0.26284676902197257,0.43024043680295454,0.3138218701461216,0.6099811794699832
lalvara23,peterkii,D1_data,hemmo199666,m4nang,hi_christinee,Ha0,eledwrites,knviray,asian_max,KevinCPadilla,31,97,31,51,0.8054287213318183,0.3713423586362917,0.5470018190737062,0.24455351088958527,0.8099850000211707
helloitscamille,esm404,chengalanggg,Kimmy_Gene,Nickkimer,nathanmpark,ashlee_ong,lolegra,_itsEC_,MahchuLapuz,Taymee_Moju,190,347,1334,3876,0.4866324519731725,0.35930975607732685,0.6435599625302129,0.31903086814519943,0.6211685512375331
ljparnell,Nazmun_N,megs0111,madhav_babbar,Kenrawk,zoe1ohh1,JUST_INcognito,madzeelyn,yvonnnecuh,shelly_winn,dendenx33,476,205,2679,5735,0.3187634988799084,0.1869612372248134,0.851278694683661,0.5494898814526061,0.56546094025788
Nazmun_N,megs0111,shelly_winn,zoe1ohh1,madhav_babbar,ljparnell,JUST_INcognito,_itsEC_,Kimmy_Gene,glendalovesyou,akv0593,314,236,2103,5003,0.28746512431962634,0.386380452458841,0.7892133234648866,0.6477889235843802,0.6483502380436843
ncbuela,JornelTorres,aRmads21,Nickkimer,lhousj,akv0593,MahchuLapuz,KevinCPadilla,vcegalla,ItMeeNickLee,emmmhutch,142,168,268,446,0.4930530865915265,0.3077847862891049,0.5873190609712932,0.04691841023968124,0.7746827671705956
eileeen_c,makeitreynaa,hi_christinee,bwennuh,OGthesnackpack,Ha0,KevinCPadilla,vcegalla,lhousj,ItMeeNickLee,bowtothetran,55,64,434,95,0.396771980332569,0.022132621259414786,0.3647605251523737,0.303044822435962,0.8796569975861419
JornelTorres,ncbuela,aRmads21,Ha0,lhousj,Nickkimer,KevinCPadilla,esm404,itsmeiday,InsertTranHere,tracychauu,166,203,773,2302,0.42750409643152554,0.1752451878254035,0.5111562545138039,0.12114281278550432,0.5809816226059527
ArteDeLaDance,Maramore,MarcPauloGuzman,emfairmill,jessicarm,_ProjectKO_,Kwammentary,taytastic,islesofwaikiki,karma1097,wokebich,379,1499,3599,30521,0.6751763669840397,0.4034201804561883,0.6807510067970707,0.6482931534263425,0.5228938119188755
nawinfree,jamesezie,wtfalvis,jaderraade,andreandreams,clairebee,largierthanlife,parttimedessert,WorddART,kathjiang,vadimyb,219,333,7873,5227,0.5851537576884767,0.3423946205818148,0.5456519145775541,0.39747903858866995,0.6963292801397152
__heren,vcegalla,OGthesnackpack,Bunsunkun,lhousj,bwennuh,KevinCPadilla,speak_ezy23,ItMeeNickLee,justin_quion,eileeen_c,27,54,64,59,0.7014030143488243,0.1373991680947163,0.2149363797843114,0.10884188608273271,0.6147148720710297
tracychauu,akv0593,esm404,Nickkimer,emmmhutch,aRmads21,Kimmy_Gene,stinefication,shelly_winn,ncbuela,JornelTorres,230,252,754,1252,0.21827092573375534,0.20004784963623756,0.6363052442606142,0.3638132705997395,0.6549338644216837
Ty_gud6,mrcxnpo,ItMeeNickLee,Taymee_Moju,justin_quion,Bunsunkun,ashlee_ong,mvhlon_lives,MahchuLapuz,lolegra,albedzxo,194,329,30,1592,0.9044576252645097,0.11629751831228802,0.30476047014262553,0.5832410353280008,0.7421269964421098
AllThooose,RouteRunnasVCU,sakurasang,JGWellPlayed,DancingJiggly,Blake84223285,mhr_minaz,aziz_eltayeb,XtaseeDanceCrew,D1_data,asian_max,34,445,1,1,,,,,
ceugenelee,nikitasneg,TKTalksTech,musicmaramore,Bunsunkun,eledwrites,D1_data,speak_ezy23,KevinCPadilla,justin_quion,ItMeeNickLee,93,82,18,140,0.9534728903186316,0.415893998366285,0.100382169756357,0.05870450907372177,0.39612808385601944
queen_gi24,official5SOSUS,Vickypham52,almeezyuh,chickiparm,mikeypizzle,Supercali432,TrungFu,silkyfather,MiK_KaY_KaY,ditavonbre,1524,193,2188,25070,0.5522860451050056,0.2700576089406086,0.7787882325255566,0.5562423533412564,0.43693192715026363
Alex10Tran,aRmads21,JornelTorres,knviray,Ha0,eileeen_c,bwennuh,KevinCPadilla,ncbuela,makeitreynaa,ItMeeNickLee,30,61,11,201,0.1216054080601115,0.39708419208245693,0.045024271036869956,0.1237846782279517,0.8178999535255169
DancingJiggly,Blake84223285,JGWellPlayed,aziz_eltayeb,RouteRunnasVCU,AllThooose,sakurasang,CajunIslands,asian_max,D1_data,XtaseeDanceCrew,30,116,7,37,,,,,
JGWellPlayed,DancingJiggly,Blake84223285,RouteRunnasVCU,aziz_eltayeb,sakurasang,AllThooose,CajunIslands,D1_data,asian_max,XtaseeDanceCrew,90,202,5,51,,,,,
WorddART,laurenbaldy,albedzxo,xgenexvieve,rchkang,notwhitemichael,jamesezie,vadimyb,speak_ezy23,InsertTranHere,lolegra,176,286,4541,1996,0.7993077057513723,0.22858129762748164,0.7105038223063582,0.3475891369324442,0.5622277077698634
karma1097,emfairmill,Kwammentary,stealsdeals12,wokebich,Michael_Lapuz,taytastic,tonytonymarlow,_ProjectKO_,MeggzW,cassandratle,237,1524,80,183,0.6560012346016224,0.7621030615993898,0.9119305579666128,0.5585506099170092,0.11107708776366831
sBplacidesiii,boykimba,mochmomo,FlipCeej,iRawn1c,annachoiii12,TrungFu,mikeypizzle,islesofwaikiki,chickiparm,Elloimrachelwin,641,563,14822,18533,0.48795519196731996,0.3913501059471823,0.36094397693685953,0.3492812956799698,0.6927766250070277
justintyme23,esm404,MahchuLapuz,Nickkimer,Bunsunkun,KevinCPadilla,lhousj,bwennuh,emmmhutch,bowtothetran,ashlee_ong,150,208,940,2386,0.4015757867105539,0.29513502771079875,0.4374935823721911,0.2814666104880962,0.41306786128731904
SmoothMusings,_mnb91,helloitscamille,bahhumbug123,_itsEC_,thejennaayyy,Taymee_Moju,speak_ezy23,MahchuLapuz,InsertTranHere,eledwrites,95,364,420,4245,0.7622134005734008,0.32714248490675185,0.6770142519127696,0.5428359577000458,0.3080048353707598
artofnek,islesofwaikiki,Cowsgomoo2,mikeypizzle,sBplacidesiii,MannyMulaTM,mochmomo,czrnasanti,KillzBillz,ayyongov,almeezyuh,1035,1092,17391,36185,0.6340735323591643,0.40458913297369437,0.6166728487694629,0.38311736925086454,0.630864759905446
largierthanlife,lolegra,stinefication,Lina_bean7,albedzxo,Kimmy_Gene,vonIoI,rchkang,nawinfree,WorddART,parttimedessert,210,307,4791,3711,0.4658157517607343,0.13066626700852202,0.5703366288664395,0.38415963321929736,0.8070063124936366
knviray,TKTalksTech,ncbuela,akv0593,itsmeiday,hemmo199666,JornelTorres,aRmads21,eileeen_c,asian_max,emmmhutch,81,163,195,132,0.16118990140894274,0.3107442794574503,0.4899274054606443,0.2339393375735071,0.7640675721490715
glendalovesyou,jamesezie,bahhumbug123,Taymee_Moju,madzeelyn,madhav_babbar,Lina_bean7,_itsEC_,notwhitemichael,shelly_winn,wtfalvis,223,194,3993,6379,0.5579162172050564,0.5088940920328202,0.500048701864277,0.5313580711329973,0.6520202643170383
shotsbywordplay,elll_ayeee,goldstareema,silkyfather,AcunaMatata17,ayyongov,almeezyuh,MiK_KaY_KaY,czrnasanti,KillzBillz,ditavonbre,342,487,4891,55738,0.7016295097533544,0.26469943337143814,0.6658236637659458,0.4228157328424219,0.630327015733368
aRmads21,itsmeiday,akv0593,Kimmy_Gene,emmmhutch,JornelTorres,lhousj,ItMeeNickLee,KevinCPadilla,ncbuela,esm404,104,232,1813,3616,0.3305635059306411,0.2600025773465203,0.3755686422867968,0.28931539211153207,0.6489310656123863
rchkang,hi_christinee,WorddART,lhousj,albedzxo,xgenexvieve,m4nang,parttimedessert,largierthanlife,Lina_bean7,lolegra,117,196,4406,2183,0.7121152950796477,0.11923856247703968,0.5388528578304262,0.3340392468755454,0.7396397594459491
kathjiang,NoraElkins,TwitrlssChris,nawinfree,uastin,csbites,andreandreams,jaderraade,clairebee,parttimedessert,sofftoy,229,289,12603,6073,0.7632959982783905,0.2628226254441348,0.6076029946074342,0.39055107096580643,0.6422710588272414
mrcxnpo,zoe1ohh1,aRmads21,Nazmun_N,lhousj,JornelTorres,shelly_winn,hi_christinee,InsertTranHere,esm404,tracychauu,171,219,116,6538,0.5821679485786397,0.13571876199760402,0.654026639850181,0.6609083799540978,0.6099157013199045
Nickkimer,esm404,helloitscamille,justintyme23,chengalanggg,ncbuela,tracychauu,nathanmpark,emmmhutch,JornelTorres,akv0593,227,206,1481,1221,0.2954007010560773,0.2905157535012016,0.602498188770852,0.16138110137798334,0.49277568485295764
Supercali432,chickiparm,annachoiii12,jessicarm,TrungFu,mochmomo,boykimba,jarvmiller,mikeypizzle,GuppyRoc,ditavonbre,774,483,8485,11622,0.8255303723313888,0.3605331398241881,0.7419260320097096,0.3641223710398418,0.48012830555483627
wtfalvis,madzeelyn,nawinfree,laurenbaldy,jamesezie,clairebee,largierthanlife,WorddART,glendalovesyou,madhav_babbar,vadimyb,256,324,5592,8377,0.6648414716651052,0.21640339608932208,0.6571072679837625,0.40640925073398737,0.6621068777097137
madzeelyn,wtfalvis,yvonnnecuh,glendalovesyou,madhav_babbar,largierthanlife,JUST_INcognito,dendenx33,itsmeiday,zoe1ohh1,Nazmun_N,259,283,3866,10145,0.39896684203468646,0.23817459704734245,0.5983436101809668,0.34588455713387434,0.7007325471329523
megs0111,Nazmun_N,zoe1ohh1,shelly_winn,madhav_babbar,ljparnell,JUST_INcognito,_itsEC_,blankcanvasvcu,glendalovesyou,yvonnnecuh,330,284,4238,3991,0.2603660776768823,0.2545383545071819,0.7997225852577479,0.7652271866163824,0.5241364802907885
vcegalla,OGthesnackpack,bwennuh,makeitreynaa,__heren,eileeen_c,ncbuela,lhousj,KevinCPadilla,ItMeeNickLee,justin_quion,118,103,590,474,0.5001002108190801,0.1378324832096966,0.29847572766532554,0.08528341026859448,0.6949926114307965
stinefication,largierthanlife,Lina_bean7,vonIoI,Kimmy_Gene,akv0593,lolegra,madhav_babbar,ashlee_ong,emmmhutch,aRmads21,234,236,3483,3438,0.31228688416127437,0.0972052237191609,0.421310029978492,0.3125452488263056,0.8485893472048507
MarcPauloGuzman,jessicarm,Maramore,cassandratle,ArteDeLaDance,russ_poll,islesofwaikiki,MiK_KaY_KaY,tonytonymarlow,GuppyRoc,artofnek,745,1111,5573,17215,0.6376805710149857,0.6722778083701203,0.7971573551094615,0.3784248548193565,0.3658043771182186
MeggzW,taytastic,YEStherX,Michael_Lapuz,helloitscamille,smasongames,chengalanggg,chillosophies,mvhlon_lives,esm404,SmoothMusings,194,705,1437,80,0.48249731266552925,0.4713536340054135,0.4996173197580886,0.31111284220850727,0.6175411314392024
akv0593,emmmhutch,Kimmy_Gene,ashlee_ong,shelly_winn,aRmads21,tracychauu,bowtothetran,itsmeiday,esm404,lhousj,160,164,1223,1067,0.2594188599016195,0.4393107249199901,0.5778547590581281,0.45435429665079036,0.7654915753736965
AcunaMatata17,samsuxz,elll_ayeee,ditavonbre,czrnasanti,MiK_KaY_KaY,shotsbywordplay,teexaye,islesofwaikiki,sofftoy,silkyfather,237,457,8360,25466,0.8363558588978794,0.22077221909992367,0.6299927776479199,0.24492443815152698,0.5209082852233435
Kimmy_Gene,ashlee_ong,emmmhutch,akv0593,esm404,helloitscamille,aRmads21,shelly_winn,Lina_bean7,stinefication,itsmeiday,151,276,1516,2155,0.36855439957780534,0.34379889636875904,0.580048334411486,0.5002326694649515,0.8287023073071291
itsmeiday,bowtothetran,aRmads21,lhousj,Kimmy_Gene,akv0593,KevinCPadilla,emmmhutch,Ha0,hi_christinee,InsertTranHere,97,146,1571,6336,0.3258962064363468,0.31092931125486245,0.6262254969600048,0.3034740710369486,0.7121639311784396
lhousj,KevinCPadilla,bowtothetran,albedzxo,hi_christinee,MahchuLapuz,speak_ezy23,InsertTranHere,rchkang,itsmeiday,notwhitemichael,102,127,2093,1730,0.5872303001329396,0.20607010715751167,0.6483002191235729,0.3508590552794795,0.6254259875194105
doanphonics,Blake84223285,DancingJiggly,aziz_eltayeb,JGWellPlayed,CajunIslands,Alex10Tran,knviray,RouteRunnasVCU,XtaseeDanceCrew,asian_max,60,70,5,182,,,,,
yvonnnecuh,zoe1ohh1,madzeelyn,Nazmun_N,dendenx33,itsmeiday,glendalovesyou,shelly_winn,madhav_babbar,megs0111,_mnb91,216,199,2798,11986,0.21776795685708938,0.20702983585246693,0.6542125810524718,0.5774516189085884,0.5495540322553891
hi_christinee,eileeen_c,KevinCPadilla,lhousj,makeitreynaa,rchkang,m4nang,bwennuh,bowtothetran,eledwrites,Ha0,68,96,1776,1700,0.5879140283990993,0.1270974180529424,0.5090918418309531,0.36539840616628955,0.7519921878128517
chengalanggg,helloitscamille,esm404,Nickkimer,Kimmy_Gene,ashlee_ong,nathanmpark,justintyme23,emmmhutch,Taymee_Moju,shelly_winn,272,342,889,2863,0.32128421729410966,0.31894779265671325,0.5169732241455892,0.33977198701764355,0.5728422877880387
MaryAnnAnn23,LykaHyun,Sir_Jaxx,SussanaAfrica,sofftoy,Elloimrachelwin,mattytoophatty,MikeyyySoL,Cowsgomoo2,holmesequoia,czrnasanti,457,618,26001,20885,0.7646417269502361,0.2856605866669173,0.7306202482428777,0.3813970434241782,0.4906513292634495
bowtothetran,lhousj,itsmeiday,akv0593,emmmhutch,hi_christinee,KevinCPadilla,Kimmy_Gene,aRmads21,makeitreynaa,justintyme23,87,100,2902,1608,0.28797342637922374,0.20053257837460348,0.6829757380195941,0.40414830326584816,0.6652956423665002
dendenx33,madzeelyn,yvonnnecuh,madhav_babbar,Nazmun_N,zoe1ohh1,samsuxz,glendalovesyou,megs0111,ljparnell,wtfalvis,353,335,2802,12734,0.1835022866098842,0.28636745902034966,0.4296622431210474,0.5319353844659435,0.7392242395150636
elll_ayeee,ditavonbre,shotsbywordplay,czrnasanti,MiK_KaY_KaY,AcunaMatata17,silkyfather,KillzBillz,almeezyuh,TrungFu,islesofwaikiki,535,254,9516,37647,0.7029953047473598,0.2986402900718117,0.6389916761750358,0.5703953568764394,0.5668753842231025
ashlee_ong,Kimmy_Gene,emmmhutch,esm404,akv0593,helloitscamille,lolegra,MahchuLapuz,justintyme23,Lina_bean7,stinefication,176,302,1277,1049,0.38334083256827245,0.40171401082216235,0.5317013625735417,0.39495785247266435,0.8146416405992987
Maramore,ArteDeLaDance,MarcPauloGuzman,jessicarm,wokebich,Kwammentary,emfairmill,tonytonymarlow,Michael_Lapuz,_ProjectKO_,islesofwaikiki,585,1215,3681,18920,0.48091754247974067,0.10163828014239956,0.49411676571926044,0.3137830807486192,0.7808816596819645
andreandreams,parttimedessert,nawinfree,jaderraade,uastin,vonIoI,largierthanlife,kathjiang,Lina_bean7,wtfalvis,NoraElkins,147,206,9186,5774,0.3745327371373204,0.213490798952364,0.5865606043373744,0.36985868492433993,0.7215261919598659
cassandratle,jessicarm,MarcPauloGuzman,russ_poll,taytastic,Supercali432,karma1097,tonytonymarlow,GuppyRoc,Kwammentary,Michael_Lapuz,756,913,1522,2701,0.6397630979133487,0.6835665210232343,0.8632741823709991,0.5567634458302804,0.41334289040459177
nathanmpark,helloitscamille,Nickkimer,InsertTranHere,baka_brooks,speak_ezy23,justintyme23,notwhitemichael,MahchuLapuz,Taymee_Moju,esm404,182,218,227,301,0.7945188274517259,0.5883657199152624,0.617854130776722,0.11373065558654155,0.5414300065903261
MahchuLapuz,notwhitemichael,speak_ezy23,lhousj,Bunsunkun,justintyme23,albedzxo,esm404,InsertTranHere,mvhlon_lives,lolegra,151,283,1834,396,0.5840997739548198,0.2653076141766978,0.5924027192940566,0.20915757552565234,0.4715057854172927
_ProjectKO_,emfairmill,tonytonymarlow,Kwammentary,HollyHalligan,wokebich,karma1097,Maramore,ArteDeLaDance,stealsdeals12,Michael_Lapuz,509,2576,206,4207,0.411285411372865,0.4658080549646888,0.7040126633849855,0.5259279753306253,0.41098255369354386
BamboomVT,shelly_winn,blankcanvasvcu,_itsEC_,emmmhutch,akv0593,Nazmun_N,bahhumbug123,Nickkimer,Kenrawk,chengalanggg,279,102,131,501,0.2779764635017111,0.7970636364802337,0.846014437620112,0.6471697545994879,0.4850577952915555
ditavonbre,elll_ayeee,TrungFu,MiK_KaY_KaY,chickiparm,boykimba,AcunaMatata17,mochmomo,Supercali432,silkyfather,islesofwaikiki,579,262,8087,24897,0.8417910696692205,0.48069543969340844,0.7332708025507801,0.4891950237979024,0.5633712252240055
TwitrlssChris,kathjiang,Elloimrachelwin,sofftoy,csbites,NoraElkins,clairebee,nawinfree,jamiejames929,iRawn1c,FlipCeej,252,478,13350,6335,0.6232800793289797,0.1746486885097024,0.4265833676216933,0.30371931613470593,0.6932817421474755
_itsEC_,bahhumbug123,shelly_winn,thejennaayyy,_mnb91,helloitscamille,JUST_INcognito,akv0593,Taymee_Moju,Kimmy_Gene,glendalovesyou,168,246,524,2751,0.5653351680967147,0.49239962828978723,0.7431680816263899,0.6288774882009114,0.5053438368457168
ayyongov,goldstareema,almeezyuh,KillzBillz,artofnek,shotsbywordplay,czrnasanti,holmesequoia,islesofwaikiki,elll_ayeee,silkyfather,1382,1480,23364,124737,0.514055875895307,0.2867307267076844,0.501714521825079,0.30347994259930766,0.49920984885321634
notwhitemichael,MahchuLapuz,InsertTranHere,jamesezie,WorddART,thejennaayyy,bahhumbug123,chillosophies,lhousj,speak_ezy23,albedzxo,162,264,3066,2473,0.6705183954996587,0.435370599104407,0.6815175667438199,0.2453928229336353,0.4740844641780745
chillosophies,notwhitemichael,thejennaayyy,bahhumbug123,MahchuLapuz,nathanmpark,jamesezie,YEStherX,InsertTranHere,baka_brooks,SmoothMusings,169,380,3651,2313,0.7171570536950569,0.6148310365811512,0.6230114354619823,0.1893739135298581,0.2473799957870536
shelly_winn,Nazmun_N,_itsEC_,akv0593,Kimmy_Gene,bahhumbug123,emmmhutch,zoe1ohh1,megs0111,ashlee_ong,helloitscamille,189,244,1608,2445,0.2649146743312003,0.5126794006271477,0.7751577124852527,0.6702803727990938,0.5699561649225388
TrungFu,chickiparm,boykimba,ditavonbre,mikeypizzle,MiK_KaY_KaY,mochmomo,sBplacidesiii,Supercali432,FlipCeej,GuppyRoc,667,463,7767,19114,0.47281969401220614,0.31641859830613883,0.4640955969924874,0.2846044864821483,0.588554585613019
Ha0,KevinCPadilla,bwennuh,makeitreynaa,lhousj,JornelTorres,eileeen_c,hi_christinee,itsmeiday,aRmads21,bowtothetran,57,78,394,4,0.36846674625897385,0.3783187359430977,0.5740605789548854,0.29388190546547693,0.6618705034798444
sofftoy,Elloimrachelwin,TwitrlssChris,MaryAnnAnn23,kathjiang,iRawn1c,mochmomo,jamiejames929,NoraElkins,LykaHyun,FlipCeej,339,481,15950,12319,0.7602924295395099,0.2357269762967903,0.6124248120652952,0.25354118813913373,0.4579323819711845
Michael_Lapuz,taytastic,wokebich,stealsdeals12,MeggzW,karma1097,slobvocado,emfairmill,YEStherX,ScottDobbin,jamiejames929,243,961,3632,4059,0.5655583281099665,0.2490101614497836,0.4984950231660218,0.2690518943831697,0.5874493079080809
laurenbaldy,WorddART,wtfalvis,vadimyb,jamesezie,albedzxo,xgenexvieve,rchkang,notwhitemichael,nawinfree,lolegra,226,362,5028,4523,0.8508751932837304,0.16165315214934461,0.6794530794480844,0.2521540172397153,0.5620830736664767
official5SOSUS,queen_gi24,chickiparm,TrungFu,Vickypham52,Supercali432,mikeypizzle,almeezyuh,ljparnell,ditavonbre,MiK_KaY_KaY,1188,131,740,16563,0.35639430678123707,0.12475968546975841,0.6177107305818543,0.6378523910053728,0.6944265070526441
InsertTranHere,notwhitemichael,speak_ezy23,lhousj,eledwrites,KevinCPadilla,thejennaayyy,MahchuLapuz,_mnb91,WorddART,m4nang,141,175,1991,4478,0.702192732132876,0.3768792702506268,0.6448827162435113,0.19350508376664827,0.43051666825933443
thejennaayyy,bahhumbug123,notwhitemichael,InsertTranHere,_itsEC_,chillosophies,MahchuLapuz,musicmaramore,KevinCPadilla,speak_ezy23,justintyme23,84,238,1075,2463,0.6801590481685243,0.705340904503381,0.5933805734141638,0.3824953129139476,0.4125349601149394
OYFAatUVa,BamboomVT,bahhumbug123,TKTalksTech,musicmaramore,ncbuela,emmmhutch,akv0593,_itsEC_,shelly_winn,Taymee_Moju,184,215,41,224,0.25759805571121286,0.47065413106572385,0.7392075699744549,0.4161511862729851,0.4296672489089165
annevictoriaaa,TwitrlssChris,csbites,FlipCeej,iRawn1c,Elloimrachelwin,kathjiang,andreandreams,nawinfree,GuppyRoc,sofftoy,228,445,14718,6903,0.100197907145127,0.49888778932006755,0.0019979551379014637,0.04260150210921276,0.9285705783971205
FlipCeej,GuppyRoc,iRawn1c,annachoiii12,boykimba,sBplacidesiii,Elloimrachelwin,TwitrlssChris,TrungFu,mochmomo,clairebee,480,483,10517,9863,0.42697513395611997,0.3457754746444923,0.28038153152521444,0.30548236058601475,0.6126262297604514
YEStherX,chillosophies,mvhlon_lives,laurenbaldy,notwhitemichael,WorddART,MahchuLapuz,SmoothMusings,bahhumbug123,helloitscamille,xgenexvieve,187,560,1985,814,0.9324974151259151,0.4287852927215925,0.7596846511142179,0.21912514418292467,0.39589862370417794
samsuxz,madzeelyn,wtfalvis,dendenx33,yvonnnecuh,AcunaMatata17,zoe1ohh1,madhav_babbar,largierthanlife,JUST_INcognito,nawinfree,286,372,4621,17137,0.4250483444013496,0.07788739635687791,0.6989182531530583,0.32994548341024044,0.6619512989127089
esm404,ashlee_ong,helloitscamille,Kimmy_Gene,Nickkimer,justintyme23,emmmhutch,MahchuLapuz,chengalanggg,tracychauu,akv0593,207,306,1034,1596,0.3441260318285725,0.33626267283050837,0.5188644758410781,0.24593365498876202,0.5702294773490129
speak_ezy23,eledwrites,Bunsunkun,MahchuLapuz,InsertTranHere,KevinCPadilla,lhousj,albedzxo,notwhitemichael,m4nang,mvhlon_lives,143,190,1348,723,0.8112992497631456,0.2385784798115827,0.5186807212737733,0.2612076699380318,0.47262661984653587
